CountryTerritoryArea,BCIs per million population,Absolute BCIs,BCIs with AST per million population,Absolute BCIs with AST,% BCIs with AST,Year,Infectious Syndrome,Bacterial Pathogen,Antibiotic Group,code,region,income,che_gdp,gghed_gdp,gghed_gge
Poland,1.9,71,0.3,13,18.3,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,POL,EUR,High,6.58,4.53,10.94
Republic of Korea,1.1,56,1.1,56,100.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,KOR,WPR,High,7.047423359999999,4.01201391,13.253773690000003
Saudi Arabia,1.3,40,1.3,39,97.5,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,SAU,EMR,High,6.031260489999999,4.33328104,13.51315784
Switzerland,10.4,88,9.8,83,94.3,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,CHE,EUR,High,11.0451622,3.738263129999999,11.090649600000003
Thailand,0.6,43,0.4,30,69.8,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,THA,SEAR,Upper-middle,3.8527684200000003,2.7754643,13.10159683
Tunisia,0.3,3,0.2,2,66.7,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,TUN,EMR,Lower-middle,6.18557453,3.3209605200000007,11.561199190000002
Uganda,1.2,50,1.2,50,100.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,UGA,AFR,Low,3.99788952,0.63855743,3.9216382499999995
United Arab Emirates,9.9,91,8.4,78,85.7,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,ARE,EMR,High,4.00854969,2.1971418899999997,7.808965679999998
United States of America,1.5,496,1.5,496,100.0,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,USA,AMR,High,16.76750183,8.57973289,22.543611530000003
Zambia,1.7,30,1.4,25,83.3,2017,Bloodstream,Salmonella spp.,Fluoroquinolones,ZMB,AFR,Low,4.78156233,2.5103914699999996,10.052179339999999
Argentina,43.4,1923,41.2,1824,94.9,2017,Bloodstream,Escherichia coli,Carbapenems,ARG,AMR,Upper-middle,10.23174763,6.59566355,16.039470669999996
Austria,610.0,5367,594.1,5227,97.4,2017,Bloodstream,Escherichia coli,Carbapenems,AUT,EUR,High,10.38,7.66,15.55
Bangladesh,0.0,4,0.0,3,75.0,2017,Bloodstream,Escherichia coli,Carbapenems,BGD,SEAR,Lower-middle,2.36720181,0.5025049400000001,4.10705233
Bosnia and Herzegovina,56.3,193,53.4,183,94.8,2017,Bloodstream,Escherichia coli,Carbapenems,BIH,EUR,Upper-middle,8.82,6.18,15.47
Croatia,283.4,1156,277.5,1132,97.9,2017,Bloodstream,Escherichia coli,Carbapenems,HRV,EUR,High,6.66,5.52,12.43
Cyprus,124.4,156,124.4,156,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,CYP,EUR,High,6.62,2.75,7.54
Czechia,303.5,3199,135.8,1431,44.7,2017,Bloodstream,Escherichia coli,Carbapenems,CZE,EUR,High,7.380715849999999,6.203101629999999,15.91351414
Egypt,0.1,6,0.1,6,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,EGY,EMR,Lower-middle,5.346619129999999,1.6559534099999997,5.41994762
Finland,2778.3,15304,1055.8,5816,38.0,2017,Bloodstream,Escherichia coli,Carbapenems,FIN,EUR,High,9.13,7.12,13.28
France,198.0,13357,190.4,12843,96.2,2017,Bloodstream,Escherichia coli,Carbapenems,FRA,EUR,High,11.35469437,8.60462284,15.228466990000001
Georgia,4.5,17,4.5,17,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,GEO,EUR,Upper-middle,7.06,2.63,9.52
Germany,253.7,21081,253.7,21080,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,DEU,EUR,High,11.33617592,8.797028540000001,19.91397285
Greece,136.7,1470,136.4,1467,99.8,2017,Bloodstream,Escherichia coli,Carbapenems,GRC,EUR,High,8.13515854,4.24350309,8.74206638
India,1.2,1614,1.1,1513,93.7,2017,Bloodstream,Escherichia coli,Carbapenems,IND,SEAR,Lower-middle,2.94,0.97,3.66
Iran (Islamic Republic of),0.1,10,0.1,10,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,IRN,EMR,Lower-middle,7.834546090000001,3.60761547,21.074899669999997
Iraq,0.1,5,0.0,0,0.0,2017,Bloodstream,Escherichia coli,Carbapenems,IRQ,EMR,Upper-middle,4.040649889999999,1.6800005399999995,4.7902565
Ireland,649.4,3124,647.8,3116,99.7,2017,Bloodstream,Escherichia coli,Carbapenems,IRL,EUR,High,7.126219269999998,5.2006526,19.883403780000002
Japan,742.1,94289,738.9,93886,99.6,2017,Bloodstream,Escherichia coli,Carbapenems,JPN,WPR,High,10.66,8.97,24.46
Jordan,1.0,10,1.0,10,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,JOR,EMR,Upper-middle,7.10953665,3.18527389,11.099240300000002
Lao People's Democratic Republic,15.1,106,8.8,62,58.5,2017,Bloodstream,Escherichia coli,Carbapenems,LAO,WPR,Lower-middle,2.52606821,0.8888779299999999,4.0769591300000005
Latvia,57.1,111,57.1,111,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,LVA,EUR,High,5.97,3.41,8.82
Lebanon,15.3,94,12.7,78,83.0,2017,Bloodstream,Escherichia coli,Carbapenems,LBN,EMR,Lower-middle,7.80396605,3.6769034899999995,12.027192120000002
Lithuania,301.1,852,300.1,849,99.6,2017,Bloodstream,Escherichia coli,Carbapenems,LTU,EUR,High,6.48,4.22,12.7
Luxembourg,725.9,433,725.9,433,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,LUX,EUR,High,5.14,4.35,10.55
Madagascar,0.2,5,0.2,5,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,MDG,AFR,Low,4.802259919999999,2.24615121,15.032087330000005
Malawi,62.4,1125,62.4,1125,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,MWI,AFR,Low,7.584389209999998,1.7191966800000003,8.189613340000001
Malaysia,202.4,6550,193.8,6270,95.7,2017,Bloodstream,Escherichia coli,Carbapenems,MYS,WPR,Upper-middle,3.7147231100000004,1.9221864899999996,8.720147129999999
Malta,686.0,321,686.0,321,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,MLT,EUR,High,8.73,5.49,15.94
Nepal,0.3,8,0.2,5,62.5,2017,Bloodstream,Escherichia coli,Carbapenems,NPL,SEAR,Lower-middle,4.72,1.07,4.51
Netherlands (Kingdom of the),386.1,6686,385.9,6682,99.9,2017,Bloodstream,Escherichia coli,Carbapenems,NLD,EUR,High,10.11,6.5,15.31
Nigeria,0.3,60,0.2,41,68.3,2017,Bloodstream,Escherichia coli,Carbapenems,NGA,AFR,Lower-middle,3.7476251100000004,0.5326630500000001,4.4423522900000005
North Macedonia,39.7,77,39.7,77,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,MKD,EUR,Upper-middle,6.44,3.76,11.83
Norway,707.6,3734,707.4,3733,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,NOR,EUR,High,10.23,8.71,17.4
Oman,64.1,291,61.0,277,95.2,2017,Bloodstream,Escherichia coli,Carbapenems,OMN,EMR,High,3.9541866799999994,3.5271337000000003,8.945590970000001
Pakistan,4.1,925,4.1,922,99.7,2017,Bloodstream,Escherichia coli,Carbapenems,PAK,EMR,Lower-middle,2.7863008999999996,0.91277039,4.77192211
Philippines,10.8,1167,9.5,1024,87.7,2017,Bloodstream,Escherichia coli,Carbapenems,PHL,WPR,Lower-middle,3.96,1.48,7.62
Poland,74.9,2867,71.7,2741,95.6,2017,Bloodstream,Escherichia coli,Carbapenems,POL,EUR,High,6.58,4.53,10.94
Republic of Korea,34.4,1772,34.4,1772,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,KOR,WPR,High,7.047423359999999,4.01201391,13.253773690000003
Russian Federation,0.4,52,0.4,52,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,RUS,EUR,Upper-middle,5.36,3.06,8.78
Saudi Arabia,11.5,355,11.5,353,99.4,2017,Bloodstream,Escherichia coli,Carbapenems,SAU,EMR,High,6.031260489999999,4.33328104,13.51315784
Sweden,575.8,5791,573.6,5769,99.6,2017,Bloodstream,Escherichia coli,Carbapenems,SWE,EUR,High,10.79,9.14,18.56
Switzerland,638.4,5397,635.8,5375,99.6,2017,Bloodstream,Escherichia coli,Carbapenems,CHE,EUR,High,11.0451622,3.738263129999999,11.090649600000003
Thailand,8.6,610,6.0,428,70.2,2017,Bloodstream,Escherichia coli,Carbapenems,THA,SEAR,Upper-middle,3.8527684200000003,2.7754643,13.10159683
Tunisia,6.7,78,6.7,78,100.0,2017,Bloodstream,Escherichia coli,Carbapenems,TUN,EMR,Lower-middle,6.18557453,3.3209605200000007,11.561199190000002
Uganda,0.3,14,0.3,13,92.9,2017,Bloodstream,Escherichia coli,Carbapenems,UGA,AFR,Low,3.99788952,0.63855743,3.9216382499999995
United Arab Emirates,78.6,726,69.7,644,88.7,2017,Bloodstream,Escherichia coli,Carbapenems,ARE,EMR,High,4.00854969,2.1971418899999997,7.808965679999998
United Kingdom of Great Britain and Northern Ireland,455.4,30218,453.2,30074,99.5,2017,Bloodstream,Escherichia coli,Carbapenems,GBR,EUR,High,9.5958786,7.75117588,18.868761059999997
Zambia,2.4,41,0.6,10,24.4,2017,Bloodstream,Escherichia coli,Carbapenems,ZMB,AFR,Low,4.78156233,2.5103914699999996,10.052179339999999
Argentina,32.0,1419,30.7,1360,95.8,2017,Bloodstream,Klebsiella pneumoniae,3GCs,ARG,AMR,Upper-middle,10.23174763,6.59566355,16.039470669999996
Austria,130.4,1147,121.8,1072,93.5,2017,Bloodstream,Klebsiella pneumoniae,3GCs,AUT,EUR,High,10.38,7.66,15.55
Bahrain,132.3,196,114.0,169,86.2,2017,Bloodstream,Klebsiella pneumoniae,3GCs,BHR,EMR,High,4.512356759999999,2.56678796,7.97665834
Bangladesh,0.0,2,0.0,2,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,BGD,SEAR,Lower-middle,2.36720181,0.5025049400000001,4.10705233
Bosnia and Herzegovina,43.5,149,43.5,149,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,BIH,EUR,Upper-middle,8.82,6.18,15.47
Croatia,76.7,313,75.8,309,98.7,2017,Bloodstream,Klebsiella pneumoniae,3GCs,HRV,EUR,High,6.66,5.52,12.43
Cyprus,56.6,71,56.6,71,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,CYP,EUR,High,6.62,2.75,7.54
Czechia,126.1,1329,126.1,1329,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,CZE,EUR,High,7.380715849999999,6.203101629999999,15.91351414
Egypt,0.7,69,0.5,57,82.6,2017,Bloodstream,Klebsiella pneumoniae,3GCs,EGY,EMR,Lower-middle,5.346619129999999,1.6559534099999997,5.41994762
Finland,395.0,2176,395.0,2176,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,FIN,EUR,High,9.13,7.12,13.28
France,42.9,2894,42.9,2892,99.9,2017,Bloodstream,Klebsiella pneumoniae,3GCs,FRA,EUR,High,11.35469437,8.60462284,15.228466990000001
Georgia,10.0,38,9.8,37,97.4,2017,Bloodstream,Klebsiella pneumoniae,3GCs,GEO,EUR,Upper-middle,7.06,2.63,9.52
Germany,42.7,3549,42.7,3546,99.9,2017,Bloodstream,Klebsiella pneumoniae,3GCs,DEU,EUR,High,11.33617592,8.797028540000001,19.91397285
Greece,126.7,1363,126.7,1362,99.9,2017,Bloodstream,Klebsiella pneumoniae,3GCs,GRC,EUR,High,8.13515854,4.24350309,8.74206638
India,1.4,1878,1.3,1736,92.4,2017,Bloodstream,Klebsiella pneumoniae,3GCs,IND,SEAR,Lower-middle,2.94,0.97,3.66
Iran (Islamic Republic of),0.1,12,0.1,12,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,IRN,EMR,Lower-middle,7.834546090000001,3.60761547,21.074899669999997
Iraq,0.1,4,0.1,4,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,IRQ,EMR,Upper-middle,4.040649889999999,1.6800005399999995,4.7902565
Ireland,99.6,479,99.4,478,99.8,2017,Bloodstream,Klebsiella pneumoniae,3GCs,IRL,EUR,High,7.126219269999998,5.2006526,19.883403780000002
Japan,249.3,31675,240.4,30547,96.4,2017,Bloodstream,Klebsiella pneumoniae,3GCs,JPN,WPR,High,10.66,8.97,24.46
Lao People's Democratic Republic,4.3,30,4.3,30,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,LAO,WPR,Lower-middle,2.52606821,0.8888779299999999,4.0769591300000005
Latvia,30.9,60,30.4,59,98.3,2017,Bloodstream,Klebsiella pneumoniae,3GCs,LVA,EUR,High,5.97,3.41,8.82
Lebanon,6.7,41,6.5,40,97.6,2017,Bloodstream,Klebsiella pneumoniae,3GCs,LBN,EMR,Lower-middle,7.80396605,3.6769034899999995,12.027192120000002
Lithuania,115.2,326,115.2,326,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,LTU,EUR,High,6.48,4.22,12.7
Luxembourg,166.0,99,166.0,99,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,LUX,EUR,High,5.14,4.35,10.55
Madagascar,0.4,10,0.3,7,70.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,MDG,AFR,Low,4.802259919999999,2.24615121,15.032087330000005
Malawi,26.7,481,26.7,481,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,MWI,AFR,Low,7.584389209999998,1.7191966800000003,8.189613340000001
Malaysia,187.0,6049,179.3,5800,95.9,2017,Bloodstream,Klebsiella pneumoniae,3GCs,MYS,WPR,Upper-middle,3.7147231100000004,1.9221864899999996,8.720147129999999
Malta,260.7,122,260.7,122,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,MLT,EUR,High,8.73,5.49,15.94
Netherlands (Kingdom of the),68.7,1190,68.7,1189,99.9,2017,Bloodstream,Klebsiella pneumoniae,3GCs,NLD,EUR,High,10.11,6.5,15.31
Nigeria,0.5,97,0.5,92,94.8,2017,Bloodstream,Klebsiella pneumoniae,3GCs,NGA,AFR,Lower-middle,3.7476251100000004,0.5326630500000001,4.4423522900000005
North Macedonia,11.9,23,11.3,22,95.7,2017,Bloodstream,Klebsiella pneumoniae,3GCs,MKD,EUR,Upper-middle,6.44,3.76,11.83
Norway,148.0,781,148.0,781,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,NOR,EUR,High,10.23,8.71,17.4
Oman,56.4,256,56.2,255,99.6,2017,Bloodstream,Klebsiella pneumoniae,3GCs,OMN,EMR,High,3.9541866799999994,3.5271337000000003,8.945590970000001
Pakistan,1.1,239,1.1,237,99.2,2017,Bloodstream,Klebsiella pneumoniae,3GCs,PAK,EMR,Lower-middle,2.7863008999999996,0.91277039,4.77192211
Philippines,11.3,1223,10.9,1183,96.7,2017,Bloodstream,Klebsiella pneumoniae,3GCs,PHL,WPR,Lower-middle,3.96,1.48,7.62
Poland,31.4,1203,31.4,1203,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,POL,EUR,High,6.58,4.53,10.94
Republic of Korea,13.5,693,13.5,693,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,KOR,WPR,High,7.047423359999999,4.01201391,13.253773690000003
Russian Federation,0.9,125,0.9,125,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,RUS,EUR,Upper-middle,5.36,3.06,8.78
Saudi Arabia,16.5,508,16.4,504,99.2,2017,Bloodstream,Klebsiella pneumoniae,3GCs,SAU,EMR,High,6.031260489999999,4.33328104,13.51315784
Sweden,102.8,1034,102.8,1034,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,SWE,EUR,High,10.79,9.14,18.56
Switzerland,113.7,961,113.6,960,99.9,2017,Bloodstream,Klebsiella pneumoniae,3GCs,CHE,EUR,High,11.0451622,3.738263129999999,11.090649600000003
Thailand,3.9,274,3.8,269,98.2,2017,Bloodstream,Klebsiella pneumoniae,3GCs,THA,SEAR,Upper-middle,3.8527684200000003,2.7754643,13.10159683
Tunisia,18.4,214,17.0,198,92.5,2017,Bloodstream,Klebsiella pneumoniae,3GCs,TUN,EMR,Lower-middle,6.18557453,3.3209605200000007,11.561199190000002
Uganda,0.3,11,0.3,11,100.0,2017,Bloodstream,Klebsiella pneumoniae,3GCs,UGA,AFR,Low,3.99788952,0.63855743,3.9216382499999995
United Arab Emirates,60.1,555,56.4,521,93.9,2017,Bloodstream,Klebsiella pneumoniae,3GCs,ARE,EMR,High,4.00854969,2.1971418899999997,7.808965679999998
United Kingdom of Great Britain and Northern Ireland,79.9,5303,74.9,4972,93.8,2017,Bloodstream,Klebsiella pneumoniae,3GCs,GBR,EUR,High,9.5958786,7.75117588,18.868761059999997
Zambia,8.4,147,6.5,114,77.6,2017,Bloodstream,Klebsiella pneumoniae,3GCs,ZMB,AFR,Low,4.78156233,2.5103914699999996,10.052179339999999
Argentina,32.0,1419,30.7,1360,95.8,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,ARG,AMR,Upper-middle,10.23174763,6.59566355,16.039470669999996
Austria,130.4,1147,126.0,1109,96.7,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,AUT,EUR,High,10.38,7.66,15.55
Bahrain,132.3,196,114.0,169,86.2,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,BHR,EMR,High,4.512356759999999,2.56678796,7.97665834
Bangladesh,0.0,2,0.0,2,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,BGD,SEAR,Lower-middle,2.36720181,0.5025049400000001,4.10705233
Bosnia and Herzegovina,43.5,149,42.0,144,96.6,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,BIH,EUR,Upper-middle,8.82,6.18,15.47
Croatia,76.7,313,74.0,302,96.5,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,HRV,EUR,High,6.66,5.52,12.43
Cyprus,56.6,71,56.6,71,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,CYP,EUR,High,6.62,2.75,7.54
Czechia,126.1,1329,99.7,1051,79.1,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,CZE,EUR,High,7.380715849999999,6.203101629999999,15.91351414
Egypt,0.7,69,0.6,61,88.4,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,EGY,EMR,Lower-middle,5.346619129999999,1.6559534099999997,5.41994762
Finland,395.0,2176,148.5,818,37.6,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,FIN,EUR,High,9.13,7.12,13.28
France,42.9,2894,41.6,2807,97.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,FRA,EUR,High,11.35469437,8.60462284,15.228466990000001
Georgia,10.0,38,9.8,37,97.4,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,GEO,EUR,Upper-middle,7.06,2.63,9.52
Germany,42.7,3549,42.7,3549,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,DEU,EUR,High,11.33617592,8.797028540000001,19.91397285
Greece,126.7,1363,126.7,1363,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,GRC,EUR,High,8.13515854,4.24350309,8.74206638
India,1.4,1878,1.2,1614,85.9,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,IND,SEAR,Lower-middle,2.94,0.97,3.66
Iran (Islamic Republic of),0.1,12,0.1,12,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,IRN,EMR,Lower-middle,7.834546090000001,3.60761547,21.074899669999997
Iraq,0.1,4,0.1,2,50.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,IRQ,EMR,Upper-middle,4.040649889999999,1.6800005399999995,4.7902565
Ireland,99.6,479,99.4,478,99.8,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,IRL,EUR,High,7.126219269999998,5.2006526,19.883403780000002
Japan,249.3,31675,247.8,31487,99.4,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,JPN,WPR,High,10.66,8.97,24.46
Lao People's Democratic Republic,4.3,30,1.6,11,36.7,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,LAO,WPR,Lower-middle,2.52606821,0.8888779299999999,4.0769591300000005
Latvia,30.9,60,30.9,60,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,LVA,EUR,High,5.97,3.41,8.82
Lebanon,6.7,41,5.7,35,85.4,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,LBN,EMR,Lower-middle,7.80396605,3.6769034899999995,12.027192120000002
Lithuania,115.2,326,114.9,325,99.7,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,LTU,EUR,High,6.48,4.22,12.7
Luxembourg,166.0,99,166.0,99,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,LUX,EUR,High,5.14,4.35,10.55
Madagascar,0.4,10,0.4,10,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,MDG,AFR,Low,4.802259919999999,2.24615121,15.032087330000005
Malawi,26.7,481,26.7,481,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,MWI,AFR,Low,7.584389209999998,1.7191966800000003,8.189613340000001
Malaysia,187.0,6049,178.6,5778,95.5,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,MYS,WPR,Upper-middle,3.7147231100000004,1.9221864899999996,8.720147129999999
Malta,260.7,122,260.7,122,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,MLT,EUR,High,8.73,5.49,15.94
Netherlands (Kingdom of the),68.7,1190,68.7,1190,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,NLD,EUR,High,10.11,6.5,15.31
Nigeria,0.5,97,0.3,66,68.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,NGA,AFR,Lower-middle,3.7476251100000004,0.5326630500000001,4.4423522900000005
North Macedonia,11.9,23,11.3,22,95.7,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,MKD,EUR,Upper-middle,6.44,3.76,11.83
Norway,148.0,781,148.0,781,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,NOR,EUR,High,10.23,8.71,17.4
Oman,56.4,256,55.3,251,98.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,OMN,EMR,High,3.9541866799999994,3.5271337000000003,8.945590970000001
Pakistan,1.1,239,1.1,239,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,PAK,EMR,Lower-middle,2.7863008999999996,0.91277039,4.77192211
Philippines,11.3,1223,10.9,1176,96.2,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,PHL,WPR,Lower-middle,3.96,1.48,7.62
Poland,31.4,1203,30.3,1161,96.5,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,POL,EUR,High,6.58,4.53,10.94
Republic of Korea,13.5,693,13.5,693,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,KOR,WPR,High,7.047423359999999,4.01201391,13.253773690000003
Russian Federation,0.9,125,0.9,125,100.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,RUS,EUR,Upper-middle,5.36,3.06,8.78
Saudi Arabia,16.5,508,16.2,498,98.0,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,SAU,EMR,High,6.031260489999999,4.33328104,13.51315784
Sweden,102.8,1034,102.7,1033,99.9,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,SWE,EUR,High,10.79,9.14,18.56
Switzerland,113.7,961,113.3,958,99.7,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,CHE,EUR,High,11.0451622,3.738263129999999,11.090649600000003
Thailand,3.9,274,2.8,202,73.7,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,THA,SEAR,Upper-middle,3.8527684200000003,2.7754643,13.10159683
Tunisia,18.4,214,17.3,201,93.9,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,TUN,EMR,Lower-middle,6.18557453,3.3209605200000007,11.561199190000002
Uganda,0.3,11,0.2,10,90.9,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,UGA,AFR,Low,3.99788952,0.63855743,3.9216382499999995
United Arab Emirates,60.1,555,53.8,497,89.5,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,ARE,EMR,High,4.00854969,2.1971418899999997,7.808965679999998
United Kingdom of Great Britain and Northern Ireland,79.9,5303,79.5,5273,99.4,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,GBR,EUR,High,9.5958786,7.75117588,18.868761059999997
Zambia,8.4,147,0.8,14,9.5,2017,Bloodstream,Klebsiella pneumoniae,Carbapenems,ZMB,AFR,Low,4.78156233,2.5103914699999996,10.052179339999999
Argentina,57.8,2560,25.9,1147,44.8,2017,Gastrointestinal,Shigella spp.,3GCs,ARG,AMR,Upper-middle,10.23174763,6.59566355,16.039470669999996
Bangladesh,0.1,17,0.1,14,82.4,2017,Gastrointestinal,Shigella spp.,3GCs,BGD,SEAR,Lower-middle,2.36720181,0.5025049400000001,4.10705233
Japan,0.6,82,0.6,82,100.0,2017,Gastrointestinal,Shigella spp.,3GCs,JPN,WPR,High,10.66,8.97,24.46
Lao People's Democratic Republic,0.4,3,0.4,3,100.0,2017,Gastrointestinal,Shigella spp.,3GCs,LAO,WPR,Lower-middle,2.52606821,0.8888779299999999,4.0769591300000005
Madagascar,0.1,3,0.1,3,100.0,2017,Gastrointestinal,Shigella spp.,3GCs,MDG,AFR,Low,4.802259919999999,2.24615121,15.032087330000005
Malawi,9.4,169,9.4,169,100.0,2017,Gastrointestinal,Shigella spp.,3GCs,MWI,AFR,Low,7.584389209999998,1.7191966800000003,8.189613340000001
Malaysia,0.3,11,0.3,11,100.0,2017,Gastrointestinal,Shigella spp.,3GCs,MYS,WPR,Upper-middle,3.7147231100000004,1.9221864899999996,8.720147129999999
Malta,4.3,2,4.3,2,100.0,2017,Gastrointestinal,Shigella spp.,3GCs,MLT,EUR,High,8.73,5.49,15.94
Norway,21.4,113,21.4,113,100.0,2017,Gastrointestinal,Shigella spp.,3GCs,NOR,EUR,High,10.23,8.71,17.4
Oman,5.5,25,5.1,23,92.0,2017,Gastrointestinal,Shigella spp.,3GCs,OMN,EMR,High,3.9541866799999994,3.5271337000000003,8.945590970000001
Pakistan,0.2,41,0.2,41,100.0,2017,Gastrointestinal,Shigella spp.,3GCs,PAK,EMR,Lower-middle,2.7863008999999996,0.91277039,4.77192211
Philippines,0.2,22,0.2,18,81.8,2017,Gastrointestinal,Shigella spp.,3GCs,PHL,WPR,Lower-middle,3.96,1.48,7.62
Republic of Korea,0.0,1,0.0,1,100.0,2017,Gastrointestinal,Shigella spp.,3GCs,KOR,WPR,High,7.047423359999999,4.01201391,13.253773690000003
Saudi Arabia,0.3,9,0.3,9,100.0,2017,Gastrointestinal,Shigella spp.,3GCs,SAU,EMR,High,6.031260489999999,4.33328104,13.51315784
South Africa,12.0,692,10.9,628,90.8,2017,Gastrointestinal,Shigella spp.,3GCs,ZAF,AFR,Upper-middle,7.977112289999999,4.565540310000001,15.28983974
Switzerland,10.3,87,3.4,29,33.3,2017,Gastrointestinal,Shigella spp.,3GCs,CHE,EUR,High,11.0451622,3.738263129999999,11.090649600000003
United Arab Emirates,7.4,68,6.5,60,88.2,2017,Gastrointestinal,Shigella spp.,3GCs,ARE,EMR,High,4.00854969,2.1971418899999997,7.808965679999998
